ctfips,ds_pm_pred
22029000300,8.761803835616438
18181958600,11.27723205479452
8031002702,8.492219452054794
9009171700,8.424312602739726
26163524300,11.144795890410959
35001003729,6.355792602739726
12009064602,7.012268493150685
48465950302,7.913585589041096
21133950100,9.15007095890411
34033020300,10.437634794520548
45045002105,10.168124383561644
1089000501,11.330078356164384
36077591200,7.428360821917808
13121010603,11.423992602739726
24003750803,10.463527671232877
5119002104,10.459755342465753
37129011608,8.415573863013699
17031801603,12.333296712328767
49057210508,8.503292328767123
12011070311,6.938734794520548
37147001003,9.438340547945206
42129805800,11.754716712328767
13245001100,10.998239452054794
35049001304,5.988575068493151
42003468700,11.341436712328767
48439105205,9.933810136986301
48201452300,11.520824109589041
12057006200,8.20671205479452
6085505006,8.041415917808219
6037213202,13.326545479452055
39159050700,11.397383287671233
39035121200,11.841600547945206
1013952800,10.23813205479452
6037920043,9.516908191780822
48029191808,9.76192301369863
29183311903,10.793558904109589
36029014702,9.540117808219178
34013000500,9.66577205479452
48113012000,10.371168219178082
48201313000,11.556570410958904
1073003802,12.444481643835616
1089000901,11.037940547945206
36089491200,6.710444657534247
36003950400,8.075900547945206
18039002700,13.029070684931507
51073100203,8.402666849315068
18157010600,10.665651232876712
29029950800,9.224207123287671
6029002302,13.900296712328767
42097082400,10.485622191780822
10003013400,10.253584383561644
48161000900,9.499734794520548
21043960600,9.68061397260274
12011080500,6.860821643835616
12103025416,7.642530684931507
29187950800,9.973305205479452
48113001203,10.421027123287671
17031828202,13.022257808219178
42003427100,11.44274794520548
25013811000,7.73539602739726
51700030600,8.78348602739726
36001002100,8.690988493150685
46099010200,7.170983835616438
9009348111,8.589042219178082
8041002200,5.70292602739726
36083041000,8.746104657534247
8101002901,5.793501917808219
27111960102,6.175088191780822
19099040600,9.145387397260274
6109003100,5.938303561643836
47113001800,9.605827671232877
4013814000,9.074131232876712
12011030902,6.643597808219178
29097012000,9.404004109589041
6065042617,11.691575616438356
53057952600,6.554037808219178
6001430400,8.87917397260274
34031163500,9.096388356164384
21115960200,9.397668767123288
37047930300,9.042300630136986
6009000503,6.622307397260274
17115001801,11.448397534246575
48355002703,9.164023561643836
13127000102,8.65315304109589
42003523400,11.752603287671233
9003460301,8.083744109589041
42041011301,11.328211506849315
25017332300,7.707986602739726
4013422615,7.85409698630137
45045002805,10.394538082191781
8101002912,5.645800821917808
6037603001,13.564680547945206
41039004300,7.98402904109589
6085503313,7.375814301369863
6001437300,8.702359452054794
36119011600,9.39292701369863
6037115401,10.930552328767123
9013850200,7.171112794520548
6065031502,13.315518630136986
48439111409,10.318918630136986
12071010411,7.23558794520548
6037460900,11.505036712328767
48113018801,10.447850136986301
51153901233,8.978180821917808
18149954200,11.666884931506849
35013001303,7.181775616438356
26079950601,7.079567397260274
17031803605,12.143926301369863
5145071100,10.002021643835616
6073003109,10.282430136986301
32510000100,6.814166767123288
48085031202,10.180118630136986
13135050315,11.314503287671233
21113060503,10.512581917808219
48227950600,7.325745205479452
32003005106,8.25373698630137
48029121604,10.076019726027397
45063020905,10.213435616438356
6019003202,15.303701369863014
48141010332,8.120960273972603
12086001703,7.33758904109589
6029000903,13.606708767123288
24510272006,10.394681917808219
36081063301,9.803780547945206
36007000500,8.61409205479452
13095001100,10.83565797260274
17031720100,13.29512
34005701700,9.770241917808219
17089850105,11.802198630136986
13315960100,10.585442465753425
40031002401,8.346284109589041
29183311908,10.733090684931507
6077005126,10.721171780821918
6037531202,13.762629589041096
12011030401,6.711601369863014
13275960500,10.690059726027397
