gender,age,mask_YesNo,fully_covering,partially_covering,non_covering,mask_front_touching,mask_strap_touching,face_touching,o_zone_touching,t_zone_touching,in_group,duration_of_observation,change,segment_crowding,study,location,activezone,unique_situation,temp_celcius
Male,79.0,Yes,Yes,No,No,No,No,No,99.0,Irrelevant,No,34.0,0.0,11.0,1.0,14.0,0.0,3003.0,14.5
Female,24.0,No,Irrelevant,Irrelevant,Irrelevant,Irrelevant,Irrelevant,No,99.0,Irrelevant,No,26.0,0.0,11.0,1.0,14.0,0.0,3003.0,14.5
Male,28.0,Yes,Yes,No,No,No,No,No,99.0,Irrelevant,No,23.0,0.0,11.0,1.0,14.0,0.0,3003.0,14.5
Male,35.0,Yes,No,Yes,No,No,No,No,99.0,Irrelevant,No,22.0,0.0,11.0,1.0,14.0,0.0,3003.0,14.5
Male,48.0,No,Irrelevant,Irrelevant,Irrelevant,Irrelevant,Irrelevant,No,99.0,Irrelevant,No,21.0,0.0,11.0,1.0,14.0,0.0,3003.0,14.5
Female,62.0,No,Irrelevant,Irrelevant,Irrelevant,Irrelevant,Irrelevant,No,99.0,Irrelevant,No,24.0,0.0,11.0,1.0,14.0,0.0,3003.0,14.5
Female,37.0,No,Irrelevant,Irrelevant,Irrelevant,Irrelevant,Irrelevant,No,99.0,Irrelevant,No,21.0,0.0,13.0,1.0,14.0,0.0,3004.0,15.4
Female,38.0,Yes,Yes,No,No,No,No,No,99.0,Irrelevant,No,23.0,0.0,13.0,1.0,14.0,0.0,3004.0,15.4
Female,17.0,No,Irrelevant,Irrelevant,Irrelevant,Irrelevant,Irrelevant,No,99.0,Irrelevant,No,28.0,0.0,13.0,1.0,14.0,0.0,3004.0,15.4
Male,24.0,Yes,Yes,No,No,No,No,Yes,No,Irrelevant,No,16.0,0.0,13.0,1.0,14.0,0.0,3004.0,15.4
Male,52.0,Yes,Yes,No,No,No,No,No,99.0,Irrelevant,No,25.0,0.0,13.0,1.0,14.0,0.0,3004.0,15.4
Female,40.0,Yes,Yes,No,No,No,No,No,99.0,Irrelevant,No,15.0,0.0,13.0,1.0,14.0,0.0,3004.0,15.4
Male,38.0,No,Irrelevant,Irrelevant,Irrelevant,Irrelevant,Irrelevant,No,99.0,Irrelevant,No,23.0,0.0,13.0,1.0,14.0,0.0,3004.0,15.4
Female,29.0,No,Irrelevant,Irrelevant,Irrelevant,Irrelevant,Irrelevant,No,99.0,Irrelevant,No,19.0,0.0,13.0,1.0,14.0,0.0,3004.0,15.4
Male,36.0,No,Irrelevant,Irrelevant,Irrelevant,Irrelevant,Irrelevant,No,99.0,Irrelevant,No,22.0,0.0,13.5,1.0,14.0,0.0,3005.0,14.5
Female,40.0,No,Irrelevant,Irrelevant,Irrelevant,Irrelevant,Irrelevant,No,99.0,Irrelevant,No,32.0,0.0,13.5,1.0,14.0,0.0,3005.0,14.5
Female,19.0,No,Irrelevant,Irrelevant,Irrelevant,Irrelevant,Irrelevant,No,99.0,Irrelevant,No,20.0,0.0,13.5,1.0,14.0,0.0,3005.0,14.5
Male,46.0,Yes,Yes,No,No,No,No,No,99.0,Irrelevant,No,23.0,0.0,13.5,1.0,14.0,0.0,3005.0,14.5
Female,45.0,Yes,No,Yes,No,No,Irrelevant,No,99.0,Irrelevant,No,27.0,0.0,13.5,1.0,14.0,0.0,3005.0,14.5
Male,27.0,No,Irrelevant,Irrelevant,Irrelevant,Irrelevant,Irrelevant,Yes,No,Irrelevant,No,18.0,0.0,13.5,1.0,14.0,0.0,3005.0,14.5
Female,49.0,No,Irrelevant,Irrelevant,Irrelevant,Irrelevant,Irrelevant,No,99.0,Irrelevant,No,22.0,0.0,13.5,1.0,14.0,0.0,3005.0,14.5
Male,32.0,Yes,No,No,Yes,No,No,Yes,Yes,Yes,No,21.0,0.0,13.5,1.0,14.0,0.0,3005.0,14.5
Male,38.0,Yes,No,No,Yes,No,No,No,99.0,Irrelevant,Yes,42.0,0.0,13.5,1.0,14.0,0.0,3005.0,14.5
Female,34.0,Yes,No,No,Yes,No,No,No,99.0,Irrelevant,Yes,30.0,0.0,13.5,1.0,14.0,0.0,3005.0,14.5
Male,44.0,No,Irrelevant,Irrelevant,Irrelevant,Irrelevant,Irrelevant,No,99.0,Irrelevant,No,22.0,0.0,13.5,1.0,14.0,0.0,3005.0,14.5
Male,57.0,Yes,Yes,No,No,Yes,No,No,99.0,Irrelevant,Yes,23.0,0.0,13.5,1.0,14.0,0.0,3005.0,14.5
Male,47.0,Yes,Yes,No,No,No,No,No,99.0,Irrelevant,No,21.0,0.0,13.5,1.0,14.0,0.0,3005.0,14.5
Male,88.0,No,Irrelevant,Irrelevant,Irrelevant,Irrelevant,Irrelevant,No,99.0,Irrelevant,No,16.0,0.0,13.5,1.0,14.0,0.0,3005.0,14.5
Female,22.0,Yes,No,No,Yes,No,No,No,99.0,Irrelevant,Yes,28.0,0.0,10.5,1.0,14.0,0.0,3006.0,13.9
Female,41.0,No,Irrelevant,Irrelevant,Irrelevant,Irrelevant,Irrelevant,No,99.0,Irrelevant,No,23.0,0.0,10.5,1.0,14.0,0.0,3006.0,13.9
Male,24.0,Yes,Yes,No,No,No,No,No,99.0,Irrelevant,No,16.0,0.0,10.5,1.0,14.0,0.0,3006.0,13.9
Male,47.0,Yes,No,Yes,No,No,No,No,99.0,Irrelevant,No,27.0,0.0,10.5,1.0,14.0,0.0,3006.0,13.9
Female,36.0,No,Irrelevant,Irrelevant,Irrelevant,Irrelevant,Irrelevant,No,99.0,Irrelevant,No,23.0,0.0,10.5,1.0,14.0,0.0,3006.0,13.9
Male,66.0,No,Irrelevant,Irrelevant,Irrelevant,Irrelevant,Irrelevant,No,99.0,Irrelevant,No,23.0,0.0,10.5,1.0,14.0,0.0,3006.0,13.9
Male,37.0,No,Irrelevant,Irrelevant,Irrelevant,Irrelevant,Irrelevant,No,99.0,Irrelevant,No,26.0,0.0,10.5,1.0,14.0,0.0,3006.0,13.9
Female,22.0,No,Irrelevant,Irrelevant,Irrelevant,Irrelevant,Irrelevant,No,99.0,Irrelevant,Yes,24.0,0.0,10.5,1.0,14.0,0.0,3006.0,13.9
Male,25.0,No,Irrelevant,Irrelevant,Irrelevant,Irrelevant,Irrelevant,No,99.0,Irrelevant,No,17.0,0.0,10.5,1.0,14.0,0.0,3006.0,13.9
Male,26.0,Yes,Yes,No,No,No,No,No,99.0,Irrelevant,No,19.0,0.0,10.5,1.0,14.0,0.0,3006.0,13.9
Female,34.0,Yes,Yes,No,No,No,No,No,99.0,Irrelevant,No,34.0,0.0,10.5,1.0,14.0,0.0,3006.0,13.9
Female,28.0,Yes,Yes,No,No,No,No,No,99.0,Irrelevant,No,22.0,0.0,10.5,1.0,14.0,0.0,3006.0,13.9
Female,32.0,Yes,No,Yes,No,No,No,No,99.0,Irrelevant,No,32.0,0.0,10.5,1.0,14.0,0.0,3006.0,13.9
Male,32.0,No,Irrelevant,Irrelevant,Irrelevant,Irrelevant,Irrelevant,No,99.0,Irrelevant,No,20.0,0.0,10.5,1.0,14.0,0.0,3006.0,13.9
Female,57.0,Yes,Yes,No,No,No,No,No,99.0,Irrelevant,No,47.0,0.0,8.5,1.0,14.0,0.0,3007.0,15.4
Male,66.0,No,Irrelevant,Irrelevant,Irrelevant,Irrelevant,Irrelevant,No,99.0,Irrelevant,No,24.0,0.0,8.5,1.0,14.0,0.0,3007.0,15.4
Male,25.0,Yes,Yes,No,No,No,No,No,99.0,Irrelevant,No,22.0,0.0,8.5,1.0,14.0,0.0,3007.0,15.4
Male,46.0,Yes,Yes,No,No,No,No,No,99.0,Irrelevant,Yes,24.0,0.0,8.5,1.0,14.0,0.0,3007.0,15.4
Female,28.0,No,Irrelevant,Irrelevant,Irrelevant,Irrelevant,Irrelevant,No,99.0,Irrelevant,No,24.0,0.0,8.5,1.0,14.0,0.0,3007.0,15.4
Male,36.0,No,Irrelevant,Irrelevant,Irrelevant,Irrelevant,Irrelevant,No,99.0,Irrelevant,No,19.0,0.0,8.5,1.0,14.0,0.0,3007.0,15.4
Male,44.0,No,Irrelevant,Irrelevant,Irrelevant,Irrelevant,Irrelevant,Yes,Yes,Yes,No,27.0,0.0,8.5,1.0,14.0,0.0,3007.0,15.4
Male,62.0,Yes,No,Yes,No,No,No,Yes,Yes,Yes,No,26.0,0.0,8.5,1.0,14.0,0.0,3007.0,15.4
Female,45.0,Yes,No,Yes,No,No,No,No,99.0,Irrelevant,No,21.0,0.0,8.5,1.0,14.0,0.0,3007.0,15.4
Male,24.0,No,Irrelevant,Irrelevant,Irrelevant,Irrelevant,Irrelevant,No,99.0,Irrelevant,No,26.0,0.0,8.5,1.0,14.0,0.0,3007.0,15.4
Male,36.0,Yes,Yes,No,No,No,No,No,99.0,Irrelevant,No,21.0,0.0,8.5,1.0,14.0,0.0,3007.0,15.4
Male,33.0,Yes,Yes,No,No,No,No,No,99.0,Irrelevant,Yes,23.0,0.0,8.5,1.0,14.0,0.0,3007.0,15.4
Female,27.0,No,Irrelevant,Irrelevant,Irrelevant,Irrelevant,Irrelevant,Yes,Yes,No,Yes,25.0,0.0,8.5,1.0,14.0,0.0,3007.0,15.4
Female,50.0,No,Irrelevant,Irrelevant,Irrelevant,Irrelevant,Irrelevant,No,99.0,Irrelevant,No,26.0,0.0,8.5,1.0,14.0,0.0,3007.0,15.4
Male,55.0,No,Irrelevant,Irrelevant,Irrelevant,Irrelevant,Irrelevant,No,99.0,Irrelevant,No,23.0,0.0,21.5,1.0,14.0,0.0,3008.0,11.8
Female,24.0,Yes,No,Yes,No,No,No,No,99.0,Irrelevant,Yes,22.0,0.0,21.5,1.0,14.0,0.0,3008.0,11.8
Male,46.0,No,Irrelevant,Irrelevant,Irrelevant,Irrelevant,Irrelevant,No,99.0,Irrelevant,No,21.0,0.0,21.5,1.0,14.0,0.0,3008.0,11.8
Female,26.0,Yes,Yes,No,No,No,No,No,99.0,Irrelevant,No,26.0,0.0,21.5,1.0,14.0,0.0,3008.0,11.8
Male,26.0,Yes,Yes,No,No,No,No,No,99.0,Irrelevant,No,16.0,0.0,21.5,1.0,14.0,0.0,3008.0,11.8
Male,28.0,No,Irrelevant,Irrelevant,Irrelevant,Irrelevant,Irrelevant,No,99.0,Irrelevant,No,18.0,0.0,21.5,1.0,14.0,0.0,3008.0,11.8
Male,26.0,No,Irrelevant,Irrelevant,Irrelevant,Irrelevant,Irrelevant,Yes,Yes,Yes,No,20.0,0.0,21.5,1.0,14.0,0.0,3008.0,11.8
Female,24.0,Yes,Yes,No,No,No,No,No,99.0,Irrelevant,No,24.0,0.0,21.5,1.0,14.0,0.0,3008.0,11.8
Male,28.0,No,Irrelevant,Irrelevant,Irrelevant,Irrelevant,Irrelevant,No,99.0,Irrelevant,No,18.0,0.0,21.5,1.0,14.0,0.0,3008.0,11.8
Male,35.0,Yes,Yes,No,No,No,Irrelevant,No,99.0,Irrelevant,No,22.0,0.0,21.5,1.0,14.0,0.0,3008.0,11.8
Female,54.0,No,Irrelevant,Irrelevant,Irrelevant,Irrelevant,Irrelevant,No,99.0,Irrelevant,No,26.0,0.0,19.0,1.0,14.0,0.0,3010.0,11.8
Male,28.0,No,Irrelevant,Irrelevant,Irrelevant,Irrelevant,Irrelevant,No,99.0,Irrelevant,No,23.0,0.0,19.0,1.0,14.0,0.0,3010.0,11.8
Female,36.0,No,Irrelevant,Irrelevant,Irrelevant,Irrelevant,Irrelevant,No,99.0,Irrelevant,Yes,28.0,0.0,19.0,1.0,14.0,0.0,3010.0,11.8
Male,24.0,No,Irrelevant,Irrelevant,Irrelevant,Irrelevant,Irrelevant,No,99.0,Irrelevant,No,20.0,0.0,19.0,1.0,14.0,0.0,3010.0,11.8
Female,53.0,Yes,Yes,No,No,No,No,No,99.0,Irrelevant,No,26.0,0.0,19.0,1.0,14.0,0.0,3010.0,11.8
Female,38.0,Yes,Yes,No,No,No,No,Yes,No,Irrelevant,No,24.0,0.0,19.0,1.0,14.0,0.0,3010.0,11.8
Male,26.0,Yes,Yes,No,No,No,No,No,99.0,Irrelevant,No,26.0,0.0,19.0,1.0,14.0,0.0,3010.0,11.8
Male,46.0,Yes,Yes,No,No,No,No,No,99.0,Irrelevant,No,22.0,0.0,19.0,1.0,14.0,0.0,3010.0,11.8
Male,63.0,Yes,No,Yes,No,No,No,No,99.0,Irrelevant,No,64.0,0.0,19.0,1.0,14.0,0.0,3010.0,11.8
Male,33.0,No,Irrelevant,Irrelevant,Irrelevant,Irrelevant,Irrelevant,No,99.0,Irrelevant,No,23.0,0.0,19.0,1.0,14.0,0.0,3010.0,11.8
Female,57.0,Yes,Yes,No,No,No,No,No,99.0,Irrelevant,No,25.0,0.0,19.0,1.0,14.0,0.0,3010.0,11.8
Male,32.0,No,Irrelevant,Irrelevant,Irrelevant,Irrelevant,Irrelevant,No,99.0,Irrelevant,No,23.0,0.0,19.0,1.0,14.0,0.0,3010.0,11.8
Female,26.0,Yes,No,No,Yes,No,No,No,99.0,Irrelevant,No,36.0,0.0,19.0,1.0,14.0,0.0,3010.0,11.8
Female,25.0,No,Irrelevant,Irrelevant,Irrelevant,Irrelevant,Irrelevant,Yes,Yes,Yes,No,21.0,0.0,19.0,1.0,14.0,0.0,3010.0,11.8
