gender,age,mask_YesNo,fully_covering,partially_covering,non_covering,mask_front_touching,mask_strap_touching,face_touching,o_zone_touching,t_zone_touching,in_group,duration_of_observation,change,segment_crowding,study,location,activezone,unique_situation,temp_celcius
Female,60.0,Yes,Yes,,No,No,No,No,99.0,Irrelevant,No,28.0,0.0,8.0,2.0,8.0,0.0,37.0,26.1
Male,47.0,No,Irrelevant,,Irrelevant,Irrelevant,Irrelevant,No,99.0,Irrelevant,No,15.0,0.0,8.0,2.0,8.0,0.0,37.0,26.1
Male,29.0,No,Irrelevant,,Irrelevant,Irrelevant,Irrelevant,No,99.0,Irrelevant,No,15.0,0.0,8.0,2.0,8.0,0.0,37.0,26.1
Female,55.0,No,Irrelevant,,Irrelevant,Irrelevant,Irrelevant,Yes,Yes,Yes,Yes,27.0,0.0,8.0,2.0,8.0,0.0,37.0,26.1
Male,26.0,No,Irrelevant,,Irrelevant,Irrelevant,Irrelevant,No,99.0,Irrelevant,Yes,20.0,0.0,43.4,2.0,9.0,0.0,42.0,20.2
Male,44.0,No,Irrelevant,,Irrelevant,Irrelevant,Irrelevant,No,99.0,Irrelevant,Yes,19.0,0.0,43.4,2.0,9.0,0.0,42.0,20.2
Female,45.0,No,Irrelevant,,Irrelevant,Irrelevant,Irrelevant,No,99.0,Irrelevant,No,52.0,0.0,43.4,2.0,9.0,0.0,42.0,20.2
Male,56.0,Yes,No,,Yes,No,No,No,99.0,Irrelevant,Yes,40.0,0.0,43.4,2.0,9.0,0.0,42.0,20.2
Female,14.0,Yes,Yes,,No,No,No,Yes,Yes,No,Yes,18.0,0.0,43.4,2.0,9.0,0.0,42.0,20.2
Female,22.0,Yes,Yes,,No,No,No,No,99.0,Irrelevant,Yes,22.0,0.0,43.4,2.0,9.0,0.0,42.0,20.2
Female,24.0,No,Irrelevant,,Irrelevant,Irrelevant,Irrelevant,No,99.0,Irrelevant,Yes,18.0,0.0,43.4,2.0,9.0,0.0,42.0,20.2
Male,25.0,Yes,No,,Yes,No,No,Yes,No,No,Yes,19.0,0.0,43.4,2.0,9.0,0.0,42.0,20.2
Male,23.0,Yes,Yes,,No,No,No,No,99.0,Irrelevant,No,22.0,0.0,43.4,2.0,9.0,0.0,42.0,20.2
Female,34.0,No,Irrelevant,,Irrelevant,Irrelevant,Irrelevant,No,99.0,Irrelevant,No,18.0,0.0,43.4,2.0,9.0,0.0,42.0,20.2
Female,23.0,No,Irrelevant,,Irrelevant,Irrelevant,Irrelevant,Yes,Yes,No,Yes,26.0,0.0,19.5,2.0,9.0,0.0,43.0,24.9
Male,55.0,Yes,Yes,,No,No,No,Yes,No,No,Yes,10.0,0.0,19.5,2.0,9.0,0.0,43.0,24.9
Male,26.0,No,Irrelevant,,Irrelevant,Irrelevant,Irrelevant,Yes,Yes,Yes,Yes,30.0,0.0,19.5,2.0,9.0,0.0,43.0,24.9
Female,26.0,Yes,No,,Yes,No,No,No,99.0,Irrelevant,No,20.0,0.0,19.5,2.0,9.0,0.0,43.0,24.9
Female,20.0,No,Irrelevant,,Irrelevant,Irrelevant,Irrelevant,No,99.0,Irrelevant,Yes,20.0,0.0,19.5,2.0,9.0,0.0,44.0,15.6
Male,43.0,Yes,Yes,,No,No,No,No,99.0,Irrelevant,No,20.0,0.0,19.5,2.0,9.0,0.0,44.0,15.6
Female,27.0,Yes,Yes,,No,No,No,No,99.0,Irrelevant,No,15.0,0.0,19.5,2.0,9.0,0.0,44.0,15.6
Male,26.0,Yes,Yes,,No,No,No,No,99.0,Irrelevant,Yes,20.0,0.0,19.5,2.0,9.0,0.0,44.0,15.6
Male,28.0,No,Irrelevant,,Irrelevant,Irrelevant,Irrelevant,No,99.0,Irrelevant,Yes,30.0,0.0,19.5,2.0,9.0,0.0,44.0,15.6
Male,31.0,Yes,Yes,,No,Yes,No,No,99.0,Irrelevant,Yes,26.0,0.0,19.5,2.0,9.0,0.0,44.0,15.6
Male,24.0,Yes,Yes,,No,Yes,No,No,99.0,Irrelevant,No,17.0,1.0,19.5,2.0,9.0,0.0,44.0,15.6
Female,38.0,No,Irrelevant,,Irrelevant,Irrelevant,Irrelevant,Yes,No,No,No,22.0,0.0,19.5,2.0,9.0,0.0,44.0,15.6
Male,47.0,No,Irrelevant,,Irrelevant,Irrelevant,Irrelevant,No,99.0,Irrelevant,Yes,24.0,0.0,19.5,2.0,9.0,0.0,44.0,15.6
Male,26.0,No,Irrelevant,,Irrelevant,Irrelevant,Irrelevant,No,99.0,Irrelevant,No,22.0,0.0,19.5,2.0,9.0,0.0,44.0,15.6
Male,66.0,No,Irrelevant,,Irrelevant,Irrelevant,Irrelevant,No,99.0,Irrelevant,No,26.0,0.0,19.5,2.0,9.0,0.0,44.0,15.6
Male,66.0,Yes,Yes,,No,No,No,No,99.0,Irrelevant,No,23.0,0.0,19.5,2.0,9.0,0.0,44.0,15.6
Male,39.0,No,Irrelevant,,Irrelevant,Irrelevant,Irrelevant,No,99.0,Irrelevant,Yes,24.0,0.0,19.5,2.0,9.0,0.0,44.0,15.6
Male,26.0,Yes,Yes,,No,No,No,No,99.0,Irrelevant,Yes,19.0,0.0,19.5,2.0,9.0,0.0,44.0,15.6
Male,27.0,Yes,No,,Yes,No,No,No,99.0,Irrelevant,Yes,89.0,0.0,7.0,2.0,10.0,0.0,53.0,18.1
Female,29.0,No,Irrelevant,,Irrelevant,Irrelevant,Irrelevant,No,99.0,Irrelevant,Yes,18.0,0.0,7.0,2.0,10.0,0.0,53.0,18.1
Male,24.0,No,Irrelevant,,Irrelevant,Irrelevant,Irrelevant,No,99.0,Irrelevant,Yes,51.0,0.0,7.0,2.0,10.0,0.0,53.0,18.1
Female,22.0,Yes,Yes,,No,No,No,Yes,No,No,Yes,120.0,0.0,7.0,2.0,10.0,0.0,53.0,18.1
Male,22.0,Yes,Yes,,No,No,No,No,99.0,Irrelevant,Yes,5.0,0.0,5.0,2.0,0.0,1.0,6.0,33.0
Male,50.0,No,Irrelevant,,Irrelevant,Irrelevant,Irrelevant,No,99.0,Irrelevant,Yes,19.0,0.0,5.0,2.0,0.0,1.0,6.0,33.0
Female,45.0,Yes,Yes,,No,No,No,No,99.0,Irrelevant,Yes,28.0,0.0,14.0,2.0,1.0,0.0,16.0,17.3
Female,27.0,Yes,Yes,,No,No,Yes,No,99.0,Irrelevant,No,29.0,0.0,14.0,2.0,1.0,0.0,16.0,17.3
Male,26.0,Yes,No,,No,No,No,No,99.0,Irrelevant,Yes,21.0,0.0,14.0,2.0,1.0,0.0,16.0,17.3
Male,23.0,Yes,No,,Yes,No,No,No,99.0,Irrelevant,Yes,45.0,0.0,14.0,2.0,1.0,0.0,16.0,17.3
Male,29.0,No,Irrelevant,,Irrelevant,Irrelevant,Irrelevant,No,99.0,Irrelevant,Yes,23.0,0.0,14.0,2.0,1.0,0.0,16.0,17.3
Female,54.0,No,Irrelevant,,Irrelevant,Irrelevant,Irrelevant,No,99.0,Irrelevant,No,33.0,0.0,14.0,2.0,1.0,0.0,16.0,17.3
Male,38.0,No,Irrelevant,,Irrelevant,Irrelevant,Irrelevant,No,99.0,Irrelevant,Yes,33.0,0.0,14.0,2.0,1.0,0.0,16.0,17.3
Female,36.0,No,Irrelevant,,Irrelevant,Irrelevant,Irrelevant,No,99.0,Irrelevant,Yes,34.0,0.0,14.0,2.0,1.0,0.0,16.0,17.3
Female,26.0,No,Irrelevant,,Irrelevant,Irrelevant,Irrelevant,No,99.0,Irrelevant,Yes,25.0,0.0,14.0,2.0,1.0,0.0,16.0,17.3
Male,27.0,Yes,Yes,,No,No,No,No,99.0,Irrelevant,Yes,23.0,0.0,14.0,2.0,1.0,0.0,16.0,17.3
Male,33.0,Yes,Yes,,No,No,No,No,99.0,Irrelevant,Yes,59.0,0.0,24.0,2.0,1.0,1.0,17.0,15.3
Male,30.0,No,Irrelevant,,Irrelevant,Irrelevant,Irrelevant,Yes,Yes,Yes,Yes,91.0,0.0,24.0,2.0,1.0,1.0,17.0,15.3
Male,26.0,No,Irrelevant,,Irrelevant,Irrelevant,Irrelevant,Yes,Yes,No,Yes,71.0,0.0,24.0,2.0,1.0,1.0,17.0,15.3
Male,23.0,Yes,Yes,,No,No,No,No,99.0,Irrelevant,No,19.0,0.0,24.0,2.0,1.0,1.0,17.0,15.3
Male,40.0,Yes,No,,No,Yes,No,No,99.0,Irrelevant,Yes,23.0,0.0,24.0,2.0,1.0,1.0,17.0,15.3
Male,24.0,No,Irrelevant,,Irrelevant,Irrelevant,Irrelevant,No,99.0,Irrelevant,Yes,31.0,0.0,24.0,2.0,1.0,1.0,17.0,15.3
Female,27.0,No,Irrelevant,,Irrelevant,Irrelevant,Irrelevant,Missing,99.0,Irrelevant,No,22.0,0.0,24.0,2.0,1.0,1.0,17.0,15.3
Male,25.0,No,Irrelevant,,Irrelevant,Irrelevant,Irrelevant,No,99.0,Irrelevant,No,22.0,0.0,24.0,2.0,1.0,1.0,17.0,15.3
Male,45.0,Yes,Yes,,No,No,No,No,99.0,Irrelevant,No,24.0,0.0,24.0,2.0,1.0,1.0,17.0,15.3
Female,29.0,No,Irrelevant,,Irrelevant,Irrelevant,Irrelevant,No,99.0,Irrelevant,No,20.0,0.0,24.0,2.0,1.0,1.0,17.0,15.3
Male,29.0,Yes,Yes,,No,No,No,No,99.0,Irrelevant,Yes,27.0,0.0,24.0,2.0,1.0,1.0,17.0,15.3
Male,54.0,Yes,Yes,,No,No,No,No,99.0,Irrelevant,No,27.0,0.0,24.0,2.0,1.0,1.0,17.0,15.3
Female,20.0,No,Irrelevant,,Irrelevant,Irrelevant,Irrelevant,No,99.0,Irrelevant,Yes,30.0,0.0,24.0,2.0,1.0,1.0,17.0,15.3
Male,22.0,No,Irrelevant,,Irrelevant,Irrelevant,Irrelevant,Yes,Yes,Yes,No,33.0,0.0,24.0,2.0,1.0,1.0,17.0,15.3
Male,58.0,Yes,Yes,,No,No,No,No,99.0,Irrelevant,No,22.0,0.0,24.0,2.0,1.0,1.0,17.0,15.3
Male,28.0,Yes,No,,Yes,No,No,No,99.0,Irrelevant,No,45.0,0.0,24.0,2.0,1.0,1.0,17.0,15.3
Female,20.0,No,Irrelevant,,Irrelevant,Irrelevant,Irrelevant,No,99.0,Irrelevant,Yes,8.0,0.0,4.3999996,2.0,5.0,1.0,27.0,26.3
Female,24.0,Yes,Yes,,No,No,No,No,99.0,Irrelevant,Yes,8.0,0.0,4.3999996,2.0,5.0,1.0,27.0,26.3
Female,25.0,No,Irrelevant,,Irrelevant,Irrelevant,Irrelevant,No,99.0,Irrelevant,No,7.0,0.0,4.3999996,2.0,5.0,1.0,27.0,26.3
Male,43.0,No,No,,Irrelevant,Irrelevant,Irrelevant,No,99.0,Irrelevant,Yes,9.0,0.0,10.5,2.0,5.0,1.0,28.0,19.4
Female,24.0,No,No,,Irrelevant,Irrelevant,Irrelevant,No,99.0,Irrelevant,No,8.0,0.0,10.5,2.0,5.0,1.0,28.0,19.4
Male,33.0,Yes,Yes,,No,No,No,No,99.0,Irrelevant,No,7.0,0.0,10.5,2.0,5.0,1.0,28.0,19.4
Female,22.0,No,No,,Irrelevant,Irrelevant,Irrelevant,No,99.0,Irrelevant,Yes,8.0,0.0,10.5,2.0,5.0,1.0,28.0,19.4
Male,38.0,Yes,Yes,,No,No,No,No,99.0,Irrelevant,No,8.0,0.0,10.5,2.0,5.0,1.0,28.0,19.4
Male,48.0,Yes,Yes,,No,No,No,No,99.0,Irrelevant,Yes,10.0,0.0,10.5,2.0,5.0,1.0,28.0,19.4
Female,19.0,Yes,Yes,,No,No,No,No,99.0,Irrelevant,Yes,9.0,0.0,10.5,2.0,5.0,1.0,28.0,19.4
Male,20.0,No,No,,Irrelevant,Irrelevant,Irrelevant,No,99.0,Irrelevant,Yes,9.0,0.0,10.5,2.0,5.0,1.0,28.0,19.4
Female,17.0,Yes,No,,Yes,No,No,No,99.0,Irrelevant,Yes,29.0,0.0,26.7,2.0,9.0,0.0,45.0,21.3
Female,22.0,No,Irrelevant,,Irrelevant,Irrelevant,Irrelevant,No,99.0,Irrelevant,Yes,31.0,0.0,26.7,2.0,9.0,0.0,45.0,21.3
Female,21.0,Yes,Yes,,No,No,No,No,99.0,Irrelevant,Yes,23.0,0.0,26.7,2.0,9.0,0.0,45.0,21.3
Female,21.0,Yes,Yes,,No,No,No,No,99.0,Irrelevant,Yes,22.0,0.0,26.7,2.0,9.0,0.0,45.0,21.3
Male,27.0,No,Irrelevant,,Irrelevant,Irrelevant,Irrelevant,No,99.0,Irrelevant,No,19.0,0.0,26.7,2.0,9.0,0.0,45.0,21.3
Female,16.0,No,Irrelevant,,Irrelevant,Irrelevant,Irrelevant,Yes,No,No,Yes,91.0,0.0,26.7,2.0,9.0,0.0,45.0,21.3
Female,57.0,Yes,Yes,,No,No,No,No,99.0,Irrelevant,No,22.0,0.0,26.7,2.0,9.0,0.0,45.0,21.3
Female,42.0,No,Irrelevant,,Irrelevant,Irrelevant,Irrelevant,No,99.0,Irrelevant,No,27.0,0.0,26.7,2.0,9.0,0.0,45.0,21.3
Female,55.0,No,Irrelevant,,Irrelevant,Irrelevant,Irrelevant,No,99.0,Irrelevant,Yes,25.0,0.0,26.7,2.0,9.0,0.0,45.0,21.3
Female,50.0,Yes,Yes,,No,Yes,No,No,99.0,Irrelevant,Yes,68.0,0.0,26.7,2.0,9.0,0.0,45.0,21.3
Female,53.0,Yes,No,,Yes,No,No,No,99.0,Irrelevant,Yes,25.0,0.0,26.7,2.0,9.0,0.0,45.0,21.3
Female,18.0,No,Irrelevant,,Irrelevant,Irrelevant,Irrelevant,Yes,Yes,No,Yes,149.0,0.0,26.7,2.0,9.0,0.0,45.0,21.3
Male,25.0,No,Irrelevant,,Irrelevant,Irrelevant,Irrelevant,No,99.0,Irrelevant,Yes,24.0,0.0,26.7,2.0,9.0,0.0,45.0,21.3
Male,29.0,Yes,Yes,,No,No,No,No,99.0,Irrelevant,Yes,46.0,0.0,26.7,2.0,9.0,0.0,45.0,21.3
Female,25.0,No,Irrelevant,,Irrelevant,Irrelevant,Irrelevant,No,99.0,Irrelevant,Yes,21.0,0.0,26.7,2.0,9.0,0.0,45.0,21.3
Male,18.0,Yes,Yes,,No,No,No,No,99.0,Irrelevant,Yes,24.0,0.0,26.7,2.0,9.0,0.0,45.0,21.3
Female,28.0,No,Irrelevant,,Irrelevant,Irrelevant,Irrelevant,No,99.0,Irrelevant,Yes,23.0,0.0,8.6,2.0,9.0,0.0,46.0,16.7
Male,28.0,Yes,No,,No,No,No,Yes,Yes,No,No,21.0,0.0,8.6,2.0,9.0,0.0,46.0,16.7
Male,28.0,Yes,No,,Yes,No,No,No,99.0,Irrelevant,No,38.0,0.0,0.0,2.0,10.0,0.0,54.0,11.8
Female,23.0,No,Irrelevant,,Irrelevant,Irrelevant,Irrelevant,No,99.0,Irrelevant,Yes,38.0,0.0,0.0,2.0,10.0,0.0,54.0,11.8
Male,29.0,No,Irrelevant,,Irrelevant,Irrelevant,Irrelevant,No,99.0,Irrelevant,Yes,20.0,0.0,0.0,2.0,10.0,0.0,54.0,11.8
Female,24.0,No,Irrelevant,,Irrelevant,Irrelevant,Irrelevant,No,99.0,Irrelevant,Yes,11.0,0.0,3.0,2.0,10.0,0.0,55.0,20.3
Female,29.0,Yes,Yes,,No,No,No,No,99.0,Irrelevant,Yes,36.0,0.0,3.0,2.0,10.0,0.0,55.0,20.3
Male,27.0,No,Irrelevant,,Irrelevant,Irrelevant,Irrelevant,Yes,Yes,Yes,No,28.0,0.0,3.0,2.0,10.0,0.0,55.0,20.3
Male,26.0,No,Irrelevant,,Irrelevant,Irrelevant,Irrelevant,No,99.0,Irrelevant,Yes,75.0,0.0,3.0,2.0,10.0,0.0,55.0,20.3
Male,28.0,No,Irrelevant,,Irrelevant,Irrelevant,Irrelevant,Missing,No,No,Yes,33.0,0.0,3.0,2.0,10.0,0.0,55.0,20.3
Female,32.0,No,Irrelevant,,Irrelevant,Irrelevant,Irrelevant,No,99.0,Irrelevant,No,8.0,0.0,5.0,2.0,0.0,0.0,7.0,17.8
Male,60.0,No,Irrelevant,,Irrelevant,Irrelevant,Irrelevant,No,99.0,Irrelevant,No,14.0,0.0,5.0,2.0,0.0,0.0,7.0,17.8
Female,25.0,No,Irrelevant,,Irrelevant,Irrelevant,Irrelevant,No,99.0,Irrelevant,No,7.0,0.0,12.700001,2.0,5.0,0.0,29.0,20.8
Female,39.0,Yes,Yes,,No,No,No,No,99.0,Irrelevant,No,10.0,0.0,12.700001,2.0,5.0,0.0,29.0,20.8
Female,27.0,No,Irrelevant,,Irrelevant,Irrelevant,Irrelevant,No,99.0,Irrelevant,No,7.0,0.0,12.700001,2.0,5.0,0.0,29.0,20.8
Female,34.0,Yes,Yes,,No,Yes,No,No,99.0,Irrelevant,Yes,11.0,0.0,12.700001,2.0,5.0,0.0,29.0,20.8
Male,32.0,No,Irrelevant,,Irrelevant,Irrelevant,Irrelevant,No,99.0,Irrelevant,Yes,7.0,0.0,7.7,2.0,5.0,1.0,30.0,26.5
Female,55.0,Yes,Yes,,No,No,No,No,99.0,Irrelevant,No,6.0,0.0,7.7,2.0,5.0,1.0,30.0,26.5
Male,35.0,Yes,Yes,,No,No,No,No,99.0,Irrelevant,Yes,10.0,0.0,7.7,2.0,5.0,1.0,30.0,26.5
Male,38.0,No,Irrelevant,,Irrelevant,Irrelevant,Irrelevant,No,99.0,Irrelevant,No,10.0,0.0,7.7,2.0,5.0,1.0,30.0,26.5
Male,18.0,Yes,Yes,,No,No,No,No,99.0,Irrelevant,Yes,8.0,0.0,7.7,2.0,5.0,1.0,30.0,26.5
Male,50.0,No,Irrelevant,,Irrelevant,Irrelevant,Irrelevant,No,99.0,Irrelevant,Yes,8.0,0.0,7.7,2.0,5.0,1.0,30.0,26.5
Female,32.0,No,Irrelevant,,Irrelevant,Irrelevant,Irrelevant,No,99.0,Irrelevant,Yes,9.0,0.0,7.7,2.0,5.0,1.0,30.0,26.5
Female,60.0,Yes,Yes,,No,Yes,No,No,99.0,Irrelevant,No,9.0,0.0,7.7,2.0,5.0,1.0,30.0,26.5
Female,61.0,No,No,,Irrelevant,Irrelevant,Irrelevant,No,99.0,Irrelevant,No,7.0,0.0,9.9,2.0,5.0,1.0,31.0,21.1
Male,31.0,No,No,,Irrelevant,Irrelevant,Irrelevant,No,99.0,Irrelevant,Yes,9.0,0.0,9.9,2.0,5.0,1.0,31.0,21.1
Female,18.0,Yes,Yes,,No,No,No,No,99.0,Irrelevant,Yes,8.0,0.0,9.9,2.0,5.0,1.0,31.0,21.1
Female,31.0,Yes,Yes,,No,No,No,No,99.0,Irrelevant,Yes,9.0,0.0,9.9,2.0,5.0,1.0,31.0,21.1
Male,17.0,Yes,Yes,,No,No,No,No,99.0,Irrelevant,Yes,2.0,0.0,9.9,2.0,5.0,1.0,31.0,21.1
Female,21.0,No,No,,Irrelevant,Irrelevant,Irrelevant,No,99.0,Irrelevant,No,2.0,0.0,9.9,2.0,5.0,1.0,31.0,21.1
Male,32.0,No,No,,Irrelevant,Irrelevant,Irrelevant,No,99.0,Irrelevant,No,8.0,0.0,9.9,2.0,5.0,1.0,31.0,21.1
Female,24.0,Yes,Yes,,No,No,No,No,99.0,Irrelevant,Yes,9.0,0.0,9.9,2.0,5.0,1.0,31.0,21.1
Male,37.0,No,Irrelevant,,Irrelevant,Irrelevant,Irrelevant,No,99.0,Irrelevant,No,16.0,0.0,44.3,2.0,9.0,0.0,47.0,21.4
Female,17.0,Yes,Yes,,No,Yes,No,Yes,Yes,No,Yes,17.0,0.0,44.3,2.0,9.0,0.0,47.0,21.4
Female,65.0,Yes,Yes,,No,No,No,No,99.0,Irrelevant,No,19.0,0.0,44.3,2.0,9.0,0.0,47.0,21.4
Male,22.0,No,Irrelevant,,Irrelevant,Irrelevant,Irrelevant,No,99.0,Irrelevant,No,19.0,0.0,44.3,2.0,9.0,0.0,47.0,21.4
Male,30.0,Yes,No,,No,No,No,Yes,Yes,No,Yes,22.0,0.0,44.3,2.0,9.0,0.0,47.0,21.4
Male,30.0,No,Irrelevant,,Irrelevant,Irrelevant,Irrelevant,No,99.0,Irrelevant,Yes,22.0,0.0,44.3,2.0,9.0,0.0,47.0,21.4
Female,50.0,No,Irrelevant,,Irrelevant,Irrelevant,Irrelevant,No,99.0,Irrelevant,No,22.0,0.0,44.3,2.0,9.0,0.0,47.0,21.4
Female,65.0,Yes,Yes,,No,No,No,No,99.0,Irrelevant,No,13.0,0.0,44.3,2.0,9.0,0.0,47.0,21.4
Female,18.0,No,Irrelevant,,Irrelevant,Irrelevant,Irrelevant,No,99.0,Irrelevant,Yes,24.0,0.0,44.3,2.0,9.0,0.0,47.0,21.4
Male,53.0,No,Irrelevant,,Irrelevant,Irrelevant,Irrelevant,No,99.0,Irrelevant,Yes,29.0,0.0,44.3,2.0,9.0,0.0,47.0,21.4
Female,22.0,No,Irrelevant,,Irrelevant,Irrelevant,Irrelevant,No,99.0,Irrelevant,No,19.0,0.0,44.3,2.0,9.0,0.0,47.0,21.4
Female,30.0,Yes,Yes,,No,No,No,No,99.0,Irrelevant,No,20.0,0.0,44.3,2.0,9.0,0.0,47.0,21.4
Male,25.0,Yes,Yes,,No,No,No,No,99.0,Irrelevant,Yes,24.0,0.0,44.3,2.0,9.0,0.0,47.0,21.4
Male,53.0,Yes,No,,No,No,No,No,99.0,Irrelevant,Yes,24.0,0.0,44.3,2.0,9.0,0.0,47.0,21.4
Female,70.0,No,Irrelevant,,Irrelevant,Irrelevant,Irrelevant,No,99.0,Irrelevant,Yes,105.0,0.0,4.0,2.0,10.0,0.0,56.0,22.2
Male,36.0,Yes,Yes,,No,No,No,No,99.0,Irrelevant,Yes,54.0,0.0,4.0,2.0,10.0,0.0,56.0,22.2
Male,35.0,No,Irrelevant,,Irrelevant,Irrelevant,Irrelevant,Yes,Yes,Yes,No,8.0,0.0,4.0,2.0,10.0,0.0,56.0,22.2
Male,30.0,No,Irrelevant,,Irrelevant,Irrelevant,Irrelevant,Yes,Yes,No,Yes,36.0,0.0,11.0,2.0,10.0,0.0,57.0,25.2
Male,35.0,Yes,Yes,,No,Yes,No,No,99.0,Irrelevant,Yes,39.0,0.0,11.0,2.0,10.0,0.0,57.0,25.2
Female,49.0,No,Irrelevant,,Irrelevant,Irrelevant,Irrelevant,No,99.0,Irrelevant,Yes,47.0,0.0,5.0,2.0,10.0,0.0,58.0,15.4
Female,21.0,Yes,Yes,,No,No,No,Yes,No,No,Yes,120.0,0.0,5.0,2.0,10.0,0.0,58.0,15.4
Male,26.0,No,Irrelevant,,Irrelevant,Irrelevant,Irrelevant,Yes,Yes,Yes,No,14.0,0.0,5.0,2.0,10.0,0.0,58.0,15.4
Male,35.0,No,Irrelevant,,Irrelevant,Irrelevant,Irrelevant,No,99.0,Irrelevant,No,11.0,0.0,2.0,2.0,0.0,0.0,8.0,16.8
Male,65.0,Yes,Yes,,No,No,No,No,99.0,Irrelevant,No,26.0,0.0,2.0,2.0,0.0,0.0,8.0,16.8
Female,74.0,Yes,Yes,,No,No,No,No,99.0,Irrelevant,No,17.0,0.0,4.0,2.0,0.0,1.0,9.0,24.5
Male,66.0,No,Irrelevant,,Irrelevant,Irrelevant,Irrelevant,No,99.0,Irrelevant,No,20.0,0.0,4.0,2.0,0.0,1.0,9.0,24.5
Male,24.0,No,Irrelevant,,Irrelevant,Irrelevant,Irrelevant,Yes,Yes,Yes,No,17.0,0.0,4.0,2.0,0.0,1.0,9.0,24.5
Female,28.0,No,Irrelevant,,Irrelevant,Irrelevant,Irrelevant,No,99.0,Irrelevant,Yes,14.0,0.0,4.0,2.0,0.0,1.0,9.0,24.5
Male,28.0,No,Irrelevant,,Irrelevant,Irrelevant,Irrelevant,No,99.0,Irrelevant,No,13.0,0.0,4.0,2.0,0.0,1.0,9.0,24.5
Male,73.0,Yes,Yes,,No,No,No,No,99.0,Irrelevant,Yes,33.0,0.0,4.0,2.0,0.0,1.0,9.0,24.5
Male,71.0,Yes,Yes,,No,No,No,No,99.0,Irrelevant,No,12.0,0.0,4.0,2.0,0.0,1.0,9.0,24.5
Male,24.0,No,Irrelevant,,Irrelevant,Irrelevant,Irrelevant,No,99.0,Irrelevant,No,21.0,0.0,51.0,2.0,1.0,0.0,18.0,19.2
Male,23.0,Yes,Yes,,No,No,No,No,99.0,Irrelevant,Yes,24.0,0.0,51.0,2.0,1.0,0.0,18.0,19.2
Female,24.0,No,Irrelevant,,Irrelevant,Irrelevant,Irrelevant,Yes,Yes,No,Yes,31.0,0.0,51.0,2.0,1.0,0.0,18.0,19.2
Male,16.0,Yes,Yes,,No,No,No,No,99.0,Irrelevant,Yes,23.0,0.0,51.0,2.0,1.0,0.0,18.0,19.2
Male,48.0,Yes,Yes,,No,No,No,No,99.0,Irrelevant,Yes,35.0,0.0,51.0,2.0,1.0,0.0,18.0,19.2
Male,49.0,Yes,Yes,,No,No,No,No,99.0,Irrelevant,No,24.0,0.0,51.0,2.0,1.0,0.0,18.0,19.2
Male,65.0,No,Irrelevant,,Irrelevant,Irrelevant,Irrelevant,No,99.0,Irrelevant,Yes,22.0,0.0,51.0,2.0,1.0,0.0,18.0,19.2
Male,26.0,No,Irrelevant,,Irrelevant,Irrelevant,Irrelevant,No,99.0,Irrelevant,No,24.0,0.0,51.0,2.0,1.0,0.0,18.0,19.2
Female,19.0,Yes,No,,Yes,No,No,No,99.0,Irrelevant,Yes,22.0,0.0,51.0,2.0,1.0,0.0,18.0,19.2
Female,36.0,No,Irrelevant,,Irrelevant,Irrelevant,Irrelevant,Yes,Yes,No,Yes,29.0,0.0,51.0,2.0,1.0,0.0,18.0,19.2
Male,77.0,Yes,Yes,,No,No,No,No,99.0,Irrelevant,No,9.0,0.0,8.1,2.0,5.0,0.0,32.0,14.0
Female,27.0,No,Irrelevant,,Irrelevant,Irrelevant,Irrelevant,Yes,Yes,Yes,No,6.0,0.0,8.1,2.0,5.0,0.0,32.0,14.0
Female,52.0,Yes,No,,Yes,No,No,No,99.0,Irrelevant,Yes,9.0,0.0,8.1,2.0,5.0,0.0,32.0,14.0
Male,23.0,No,Irrelevant,,Irrelevant,Irrelevant,Irrelevant,No,99.0,Irrelevant,No,7.0,0.0,8.1,2.0,5.0,0.0,32.0,14.0
Male,62.0,No,Irrelevant,,Irrelevant,Irrelevant,Irrelevant,No,99.0,Irrelevant,No,12.0,0.0,1.8,2.0,9.0,0.0,48.0,21.7
Male,24.0,Yes,No,,Yes,No,No,No,99.0,Irrelevant,No,75.0,0.0,1.8,2.0,9.0,0.0,48.0,21.7
Male,48.0,No,Irrelevant,,Irrelevant,Irrelevant,Irrelevant,No,99.0,Irrelevant,No,17.0,0.0,1.8,2.0,9.0,0.0,48.0,21.7
Female,32.0,Yes,No,,Yes,No,No,Yes,Yes,No,No,28.0,0.0,1.8,2.0,9.0,0.0,48.0,21.7
Male,28.0,No,Irrelevant,,Irrelevant,Irrelevant,Irrelevant,No,99.0,Irrelevant,No,23.0,0.0,3.0,2.0,10.0,0.0,59.0,28.4
Female,40.0,Yes,No,,Yes,No,No,Yes,Yes,No,No,38.0,0.0,3.0,2.0,10.0,0.0,59.0,28.4
Male,30.0,No,Irrelevant,,Irrelevant,Irrelevant,Irrelevant,No,99.0,Irrelevant,No,9.0,0.0,25.0,2.0,0.0,1.0,10.0,21.4
Male,30.0,Yes,Yes,,No,No,No,No,99.0,Irrelevant,No,10.0,0.0,25.0,2.0,0.0,1.0,10.0,21.4
Female,25.0,Yes,Yes,,No,No,No,No,99.0,Irrelevant,Yes,28.0,0.0,25.0,2.0,0.0,1.0,10.0,21.4
Female,25.0,Yes,Yes,,No,No,No,No,99.0,Irrelevant,Yes,23.0,0.0,25.0,2.0,0.0,1.0,10.0,21.4
